1.2,1
1.2,0
1.2,1
1.200133422,1
1.200803213,0
1.201201201,1
1.201342282,1
1.201788709,0
1.202672606,1
1.202706678,0
1.203341593,1
1.204188482,0
1.205527638,1
1.205882353,1
1.206680585,0
1.206896552,0
1.207165736,1
1.207491375,1
1.2075,1
1.20782987,1
1.208648649,1
1.209102418,1
1.209439528,0
1.209457411,0
1.209642857,0
1.210637177,0
1.211111111,0
1.211731844,0
1.212458287,0
1.212857143,1
1.213928571,0
1.21602289,1
1.216402116,0
1.216738913,1
1.216931217,0
1.217028381,0
1.21737009,0
1.218340611,1
1.218436874,0
1.218969989,0
1.219512195,1
1.219783273,0
1.221061947,0
1.221333333,1
1.221666667,1
1.222285389,0
1.222580645,0
1.222828558,0
1.222857143,0
1.223048327,0
1.223283311,1
1.223283311,1
1.224081633,0
1.22516129,1
1.225641026,1
1.226037736,1
1.226363636,0
1.226415094,1
1.226415094,0
1.226989418,1
1.226993865,0
1.227324392,0
1.227819549,0
1.227830832,0
1.229178312,0
1.230946882,1
1.231124807,0
1.231242786,1
1.231279621,1
1.231716705,1
1.233038348,0
1.233333333,1
1.234142188,0
1.234156104,1
1.234920635,1
1.235988201,0
1.236190476,0
1.23655914,1
1.236597938,0
1.236684607,0
1.237082964,1
1.237619048,0
1.237785016,0
1.238695652,1
1.23875969,0
1.238761062,1
1.238938053,1
1.239534884,1
1.240689655,0
1.241103203,1
1.241178912,0
1.241610738,1
1.241758242,0
1.242702703,0
1.243690165,1
1.243859649,1
1.243980738,0
1.244444444,0
1.245245902,0
1.245622811,0
1.245833333,0
1.246341463,1
1.246376812,0
1.246712018,1
1.247648903,0
1.247727273,1
1.247916667,0
1.249166667,1
1.24975,0
1.25,1
1.25,1
1.250069464,1
1.250113688,0
1.25025025,1
1.250504236,1
1.250697674,1
1.250781739,1
1.251251251,0
1.251572327,1
1.252086811,0
1.25250501,0
1.252631579,1
1.254121864,1
1.254440154,1
1.254826255,0
1.255001819,1
1.25569761,0
1.255778894,1
1.256410256,1
1.256424581,1
1.256615385,0
1.257068291,0
1.257232704,0
1.259054846,1
1.260104042,1
1.260123967,1
1.260504202,0
1.260504202,1
1.260869565,1
1.261052632,1
1.26137931,1
1.261413658,0
1.261812298,0
1.261927035,1
1.262626263,1
1.262626263,1
1.262626263,1
1.264488936,1
1.264861683,1
1.265365148,0
1.265450265,1
1.265822785,1
1.265871489,1
1.265938865,0
1.266129032,1
1.266375546,1
1.268141593,0
1.269913289,0
1.270909091,0
1.271070615,1
1.271604938,0
1.272189349,0
1.272340426,1
1.272363636,1
1.27254509,1
1.272617612,1
1.272727273,0
1.272852708,1
1.272929405,0
1.273018415,0
1.274739306,0
1.275172414,1
1.275637819,1
1.277139208,1
1.277222222,0
1.278082192,1
1.278086763,0
1.278294574,1
1.278604577,1
1.279329609,1
1.279329609,0
1.280112045,1
1.280512205,0
1.280610022,1
1.281124498,1
1.281818182,0
1.28241335,1
1.283166594,1
1.283761254,1
1.284285714,1
1.285140562,1
1.285142857,1
1.285703673,1
1.285714286,0
1.286123033,1
1.286123033,1
1.287096774,0
1.28765792,1
1.287878788,0
1.288172043,1
1.288209607,1
1.288495575,0
1.288590604,0
1.288993526,1
1.289031225,1
1.289258879,1
1.289461983,0
1.290909091,0
1.291909925,0
1.292205085,0
1.292397661,0
1.292743953,0
1.293609672,1
1.293624942,1
1.294964029,0
1.29506008,1
1.295492958,1
1.296776584,0
1.297777778,0
1.298102981,1
1.298102981,0
1.298278269,1
1.298441558,0
1.299089727,1
1.300150075,0
1.300963855,1
1.301183432,1
1.301680672,1
1.301775148,0
1.302170284,1
1.30260521,0
1.303478261,0
1.303820497,1
1.304575163,1
1.305454545,1
1.305527638,0
1.306532663,1
1.306666667,0
1.306753813,0
1.306923077,0
1.307142857,0
1.307929176,0
1.307929176,1
1.308411215,1
1.308724832,1
1.309655172,0
1.310303752,0
1.310934162,1
1.311093871,0
1.311111111,1
1.31130064,1
1.311694086,1
1.312121212,0
1.312328767,0
1.312741313,1
1.312769784,0
1.312910284,1
1.313714286,0
1.314285714,1
1.314285714,1
1.315578947,0
1.316136114,1
1.316842488,0
1.317460317,1
1.317765043,1
1.317829457,0
1.318471338,1
1.318781264,0
1.318918919,1
1.32,0
1.320224719,0
1.320293399,1
1.320976758,1
1.321264368,0
1.322222222,1
1.322447292,0
