313.8940964860001,157,250
342.7796375850002,134,250
373.6153312110003,133,250
406.5228303960001,149,250
449.46170860500024,142,250
498.43499486199977,145,250
550.7194224309995,153,250
611.0505438050003,146,250
686.302046412,163,250
776.2886880600006,169,250
879.3843534380001,158,250
1004.8061161769998,149,250
1176.6540364719995,179,250
1381.3645786979998,184,250
1627.002288753,192,250
2005.6599525559996,167,250
2602.9332810029996,167,250
3621.5684560299987,186,250
5525.26507674,193,250
24483.99220993,207,240
