122.28916964999999,55,100
126.60990183899997,70,100
131.12202511400002,67,100
135.78642772300003,50,100
140.86620974500002,49,100
145.70218462700004,51,100
150.77114145100003,55,100
155.69023650000005,58,100
161.1193604,58,100
166.85523862900004,60,100
173.83096123200002,53,100
181.39991298899992,59,100
190.22579993399995,56,100
197.28896963899996,55,100
205.15105967299996,64,100
214.01149773900005,58,100
222.32356163699995,69,100
231.15113693900014,55,100
241.99184491500003,60,100
252.29192500600004,57,100
264.44381743299994,67,100
277.779976036,69,100
292.089876211,61,100
307.16904296999996,70,100
321.1080218219999,65,100
337.6753388319999,60,100
355.91318017400005,66,100
376.1487907249999,62,100
395.2098667130001,57,100
419.24329317099995,62,100
446.57710854499976,76,100
478.96522034900016,69,100
510.1051533259999,70,100
544.9777970790001,73,100
577.393335871,75,100
612.9196096330002,74,100
661.1103606460001,83,100
720.0778199600002,71,100
784.0642501069998,70,100
854.490200963,61,100
951.792140403,66,100
1064.16343512,67,100
1216.4451886199995,73,100
1385.0135434899998,74,100
1607.0874294000012,73,100
1871.0752666999997,71,100
2284.5023100000003,82,100
3050.2613453199997,82,100
4869.370958350001,87,100
17934.047406300004,78,90
